id	type	slug	name	born	died	gender	species	hair_color	eye_color	skin_color	blood_status	marital_status	nationality	animagus	boggart	house	patronus	alias_names	family_members	jobs	romances	titles	wands	idhouses	idgender	idspecies	idsangre
41e8d97b b499 47fc 911c 09eaf988c26d	character	arthur hufflepuff student	arthur	on or prior to 31 august 1981	missing	male	human	brown	brown	olive	pure blood, half blood, or squib	missing	british or irish	missing	missing	hufflepuff	missing	missing	[ marilyn  older sister  ,  albert  possibly  ]	missing	missing	missing	missing	h	g2	sp1	s52
d930550b 5e5a 4628 ac19 fb60573ed8e0	character	arthur	arthur	10th century or later,great britain	middle ages	male	human	missing	missing	missing	half blood or pure blood	missing	british	missing	missing	wampus	missing	missing	[ morgan le fay  half sister  ]	[ king of britain ]	missing	[ king ]	missing	w	g2	sp1	s31
c9aaa798 004c 4c30 b215 61ebffe0ce51	character	arthur g	arthur b  g 	missing	missing	male	human	missing	missing	missing	muggle born or half blood  presumably 	missing	missing	missing	missing	hogwarts school of witchcraft and wizardry	missing	missing	missing	[ shopkeeper ]	missing	missing	missing	h	g2	sp1	s54
848208bb deee 455e a563 10b08338106e	character	arthur conan doyle	arthur conan doyle	missing	missing	male	human	missing	missing	missing	muggle	missing	scottish	missing	missing	hogwarts school of witchcraft and wizardry	missing	missing	missing	[ author ,  physician ]	missing	missing	missing	h	g2	sp1	s0
29baafc0 f25d 4668 8096 577cf02b49c6	character	arthur weasley	arthur weasley	6 february, 1950, england, great britain	missing	male	human	red	green	fair	pure blood	married	english	missing	lord voldemort	gryffindor	weasel	missing	[ septimus weasley  father  ,  cedrella weasley  née black   mother    ,  two brothers ,  bilius  brother or brother in law    ,  brother or brother in law ,  molly weasley  née prewett   wife  ,  william weasley  son  ,  charles weasley  son  ,  percy weasley  son  ,  fred weasley i  son    ,  george weasley  son  ,  ronald weasley  son  ,  ginevra potter  née weasley   daughter  ,  victoire weasley  granddaughter  ,  dominique weasley  granddaughter  ,  louis weasley  grandson  ,  molly weasley  granddaughter  ,  lucy weasley  granddaughter  ,  fred weasley ii  grandson  ,  roxanne weasley  granddaughter  ,  rose granger weasley  granddaughter  ,  hugo granger weasley  grandson  ,  james potter ii  grandson  ,  albus potter  grandson  ,  lily potter  granddaughter  ,  callidora longbottom  née black   maternal aunt  ,  harfang longbottom  maternal uncle by marriage  ,  charis crouch  née black   maternal aunt    ,  caspar crouch  maternal uncle by marriage    ,  tessie  aunt or aunt in law  ,  male cousin ,  female cousin ,  male cousin ,  two female cousins ,  bartemius crouch snr  possible cousin    ,  mr prewett  father in law  ,  mrs prewett  mother in law  ,  gideon prewett  brother in law    ,  fabian prewett  brother in law    ,  muriel  aunt in law  ,  fleur weasley  née delacour   daughter in law  ,  audrey weasley  daughter in law  ,  angelina weasley  née johnson   daughter in law  ,  hermione granger  daughter in law  ,  harry potter  son in law  ,  nephew ,  arcturus black ii  maternal grandfather    ,  lysandra black  née yaxley   maternal grandmother  ,  weasley family ,  house of black ,  prewett family  in laws  ]	[ head of the misuse of muggle artefacts office  formerly  ,  head of the office for the detection and confiscation of counterfeit defensive spells and protective objects  formerly  ,  head of the department of magical law enforcement ]	[ molly weasley  wife  ]	missing	[ unknown length, wood and core ]	g	g2	sp1	s2
a8a3a020 03f3 4745 8646 c27a705467b4	character	arthur weasley s brothers	arthur weasley s brothers	20th century	missing	males	humans	missing	missing	missing	pure bloods	missing	english	missing	missing	gryffindor	missing	missing	[ septimus weasley  father  ,  cedrella weasley  née black   mother  ,  arthur weasley  brother  ,  callidora longbottom  née black   maternal aunt    ,  charis crouch  née black   maternal aunt    ,  harfang longbottom  maternal uncle by marriage  ,  caspar crouch  maternal uncle by marriage    ,  male maternal first cousin ,  female maternal first cousin ,  male maternal first cousin   ,  bartemius crouch snr  possible cousin    ,  two female maternal first cousins   ,  molly weasley  née prewett   sister in law  ,  weasley children s cousin  possibly relative  ,  william weasley  nephew  ,  charles weasley  nephew  ,  percy weasley  nephew  ,  fred weasley  nephew    ,  george weasley  nephew  ,  ronald weasley  nephew  ,  ginevra potter  née weasley   niece  ,  arcturus black ii  maternal grandfather    ,  lysandra black  née yaxley   maternal grandmother  ,  weasley family ,  house of black ,  yaxley family  maternal relatives  ]	missing	missing	missing	missing	g	g6	sp11	s19
95ee2374 1451 44bd b91e f8516102021a	character	arthur weasley s contact at the floo regulation panel	arthur weasley s contact at the floo regulation panel	missing	missing	male	human	missing	missing	missing	muggle born or half blood  presumably 	missing	missing	missing	missing	gryffindor	missing	missing	missing	[ floo regulation panel employee ]	missing	missing	missing	g	g2	sp1	s54
25f3c048 f4c9 4f3d a17c a16e70cbb4c9	character	arthur weasley s ten unidentified subordinates	arthur weasley s ten subordinates	missing	missing	missing	humans	missing	missing	missing	pure blood,half blood or muggle born	missing	british	missing	missing	thunderbird	missing	missing	missing	[ office for the detection and confiscation of counterfeit defensive spells and protective objects employees ]	missing	missing	missing	t	g0	sp11	s46
ab089219 3673 472c 9aa9 938b98b00fd8	character	arturo cephalopos	arturo cephalopos	missing	missing	male	human	missing	missing	missing	pure blood, half blood or squib  most likely 	missing	missing	missing	missing	ravenclaw	missing	missing	missing	[ wandmaker ]	missing	missing	missing	r	g2	sp1	s62
7ee23e3b a64c 417d 8728 d1cd94ddf9b3	character	asgard pettersson	asgard pettersson	missing	missing	male	human	blond	missing	white	part human  one eighth veela 	missing	missing	missing	missing	pukwudgie	missing	missing	missing	[ beater for the nordic national quidditch team ]	missing	[ beater ]	missing	p	g2	sp1	s66
988ea4aa bd20 4202 ab4d 2db467eb9454	character	asgeir knutsen	asgeir knutsen	missing	missing	female	human	blonde	blue	white	half blood or pure blood  likely 	missing	missing	missing	missing	ravenclaw	missing	missing	missing	[ beater for the nordic national quidditch team ]	missing	[ beater ]	missing	r	g1	sp1	s24
350a8e8b f6bf 4b89 b402 d8539816df89	character	asha	asha	missing	missing	female	human	dark	missing	white	pure blood or half blood  most likely 	missing	missing	missing	missing	gryffindor	missing	missing	missing	missing	missing	missing	missing	g	g1	sp1	s25
04cc4cf8 a387 4483 9614 d459aff6cdd2	character	ashish patel	ashish patel	31 august 1982 or earlier	missing	male	human	missing	missing	missing	magical to unknown extent	missing	british or irish	missing	missing	hufflepuff	missing	missing	[ bhavana patel  possible relative  ,  riya patel  possible relative  ]	missing	missing	missing	missing	h	g2	sp1	s23
6b79a188 f841 44ee ad11 a4db7f19239f	character	ashley sanders	ashley sanders	missing	missing	female	human	missing	missing	missing	muggle  as implied by the muggle born registration commission , pure blood or half blood  as claimed by alderton 	missing	british or irish	missing	missing	gryffindor	missing	missing	missing	missing	missing	[ quidditch captain ]	missing	g	g1	sp1	s68
807e72f9 9355 4910 9aed 2290a6b90cac	character	ashok khanna	ashok khanna	31 august 1982 or earlier,	missing	male	human	missing	missing	missing	muggle born  possibly 	missing	british or irish	missing	missing	ravenclaw	missing	missing	[ khanna family ]	missing	missing	missing	missing	r	g2	sp1	s14
880fb06c c6a4 4a00 8db9 9e815a6ed1c2	character	ashwinder at the magical creatures reserve	ashwinder at the magical creatures reserve	missing	missing	missing	ashwinder	missing	red	blue grey	muggle born or half blood	missing	missing	missing	missing	hogwarts school of witchcraft and wizardry	missing	missing	missing	missing	missing	missing	missing	h	g0	sp21	s7
ddddfca1 df54 485c a53b a7274b14f08c	character	asma rahman	asma rahman	31 august 1982 or earlier	missing	female	human	missing	missing	missing	half blood or pure blood  likely 	missing	british or irish	missing	missing	ravenclaw	missing	missing	missing	missing	missing	missing	missing	r	g1	sp1	s24
58d79991 89f9 47a4 8fbd 4564268ba668	character	astor bellchant	astor bellchant	missing	missing	male	human	silver	blue	white	pure blood  most likely 	missing	british	missing	missing	thunderbird	missing	missing	[ albert bellchant  son  ,  bellchant family ]	missing	missing	missing	missing	t	g2	sp1	s21
8e2e1b0f ba43 4504 bd2c 51a80acc31c2	character	astoria malfoy	astoria malfoy  née greengrass 	between 1 september 1981 and 31 august 1982, great britain	august 2019  aged 37 	female	human	missing	missing	missing	pure blood	married	british or irish	missing	missing	horned serpent	missing	missing	[ daphne greengrass  sister  ,  draco malfoy  widowed husband  ,  scorpius malfoy  son  ,  lucius malfoy  father in law  ,  narcissa malfoy  mother in law  ,  unnamed ancestor ,  greengrass family ,  malfoy family ]	missing	missing	missing	missing	hs	g1	sp1	s2
a07077f4 1d1e 48db 87e0 4d6314c08c0b	character	astoria malfoy s ancestor	astoria malfoy s ancestor	missing	missing	missing	human	missing	missing	missing	pure blood	missing	missing	missing	missing	horned serpent	missing	missing	[ astoria malfoy  descendant    ,  daphne greengrass  descendant  ,  scorpius malfoy  descendant  ]	missing	missing	missing	missing	hs	g0	sp1	s2
dbe253d5 c0ac 41e5 a575 4ef07c1fbfb4	character	astrix alixan	astrix alixan	between 1673 and 1677	missing	male	human	missing	missing	missing	no maj  likely 	missing	british or irish	missing	missing	gryffindor	missing	missing	missing	missing	missing	[ captain ]	missing	g	g2	sp1	s57
68aa0ba1 8aa9 4bd8 b8c5 982825414197	character	a tolipan	a  tolipan	before 1927	missing	missing	human	missing	missing	missing	pure blood or half blood	missing	american	missing	missing	thunderbird	missing	missing	missing	[ reporter for the new york ghost ]	missing	missing	missing	t	g0	sp1	s4
50331c5d da14 48f2 a021 9fb0a391f291	character	atsushi takagi	atsushi takagi	31 august 1982 or earlier	missing	male	human	missing	missing	missing	half blood or pure blood  likely 	missing	british or irish	missing	missing	slytherin	missing	missing	missing	missing	missing	missing	missing	s	g2	sp1	s24
8118788a 6a5c 4ee5 8a97 4103661cbd39	character	audrey weasley	audrey weasley	missing	missing	female	human	missing	missing	missing	squib or wizard  likely 	married	missing	missing	missing	ravenclaw	missing	missing	[ percy weasley  husband  ,  lucy weasley  daughter  ,  molly weasley ii  daughter  ,  arthur weasley  father in law  ,  molly weasley  mother in law  ,  bill weasley  brother in law  ,  charlie weasley  brother in law  ,  fred weasley  brother in law    ,  george weasley  brother in law  ,  ron weasley  brother in law  ,  ginevra potter  née weasley   sister in law  ,  fleur weasley  née delacour   sister in law  ,  angelina weasley  née johnson   sister in law  ,  hermione granger  sister in law  ,  harry potter  brother in law  ,  victoire weasley  niece  ,  dominique weasley  niece  ,  louis weasley  nephew  ,  fred weasley ii  nephew  ,  roxanne weasley  niece  ,  rose granger weasley  niece  ,  hugo granger weasley  nephew  ,  james potter ii  nephew  ,  albus potter  nephew  ,  lily potter ii  niece  ,  weasley family ]	missing	missing	missing	missing	r	g1	sp1	s17
7da36c0f e9d7 476a 8689 c2a68cb5b60e	character	augurey at the magical creatures reserve	augurey at the magical creatures reserve	missing	missing	missing	augurey	blue	black	grey	muggle born or half blood  presumably 	missing	missing	missing	missing	hogwarts school of witchcraft and wizardry	missing	missing	missing	missing	missing	missing	missing	h	g0	sp22	s54
e14ece8e 2092 43ec a176 8ecc71391848	character	augusta longbottom	augusta longbottom	before 1947	missing	female	human	missing	missing	missing	pure blood	missing	british or irish	missing	missing	hogwarts school of witchcraft and wizardry	missing	missing	[ mr longbottom  husband    ,  frank longbottom  son  ,  algie longbottom  brother in law  ,  enid longbottom  sister in law  ,  alice longbottom  daughter in law  ,  neville longbottom  grandson  ,  hannah longbottom  née abbott   granddaughter in law  ,  longbottom family ]	missing	[ mr longbottom  husband  ]	missing	missing	h	g1	sp1	s2
dedebeec ad39 4a32 b3c4 2fa8c6eb30f5	character	augustus pye	augustus pye	missing	missing	male	human	missing	missing	missing	muggle born  possibly 	missing	british	missing	missing	did not attend hogwarts	missing	missing	missing	[ trainee healer ]	missing	missing	missing	d	g2	sp1	s14
f7b6b80d ad4d 4444 8416 8e9ff3383171	character	augustus rookwood	augustus rookwood	pre 1964	missing	male	human	missing	missing	missing	pure blood or half blood	missing	british	missing	missing	thunderbird	none	missing	[ victor rookwood  possibly  ,  rookwood family ]	[ unspeakable  formerly  ]	missing	missing	missing	t	g2	sp1	s4
c9f8a3fe 28f0 487a b6fc 39eb6bb288dd	character	augustus worme	augustus worme	before 1901  likely 	missing	male	human	missing	missing	missing	pure blood,half blood or muggle born	missing	missing	missing	missing	hufflepuff	missing	missing	missing	[ publisher for obscurus books ]	missing	missing	missing	h	g2	sp1	s46
9bb6a836 7d86 45b5 bcd3 fccac8bcf5d8	character	aurelie dumont	aurélie dumont	c  1973	missing	female	human	brown	blue	light	pure blood or half blood	missing	french	missing	missing	thunderbird	missing	missing	[ davet dumont  older brother  ,  dumont family ]	missing	missing	missing	[ unknown length, wood and core ]	t	g1	sp1	s4
f7965ccb 3499 446d 99c9 0cc35441dd26	character	aurora dillon	aurora dillon	missing	missing	female	human	missing	missing	missing	magical to some extent	missing	jamaican	missing	missing	hogwarts school of witchcraft and wizardry	missing	missing	missing	missing	missing	missing	missing	h	g1	sp1	s61
d1fabaaf 5bff 48c8 938d 686ecf9094ad	character	aurora sinistra	aurora sinistra	before 1968	missing	female	human	missing	missing	missing	no maj  likely 	missing	british or irish	missing	lord voldemort	gryffindor	non corporeal	missing	missing	[ astronomer ,  member of the astronomy department  pre 1985  ]	missing	[ professor ]	[ unknown length, wood and core ]	g	g1	sp1	s57
60674be1 f36a 4401 8065 ffab7b85f802	character	austin guthrie	austin guthrie	31 august 1982 or earlier	missing	male	human	missing	missing	missing	pure blood or half blood  likely 	missing	british or irish	missing	missing	ravenclaw	missing	missing	missing	missing	missing	missing	missing	r	g2	sp1	s10
